--target target
--mode classify
--classifiers knn lgbm rf lr sgd mlp svm dummy
--regressors knn lgbm rf elastic sgd mlp svm dummy
--feat-select filter embed wrap
--embed-select lgbm linear
--wrapper-select step-up
--wrapper-model linear
--norm robust
--nan drop median
--filter-method assoc pred
--filter-assoc-cont-classify mut_info
--filter-assoc-cat-classify mut_info
--filter-assoc-cont-regress mut_info
--filter-assoc-cat-regress mut_info
--filter-pred-regress mae
--filter-pred-classify acc
--htune-trials 50
--htune-cls-metric acc
--htune-reg-metric mae
--test-val-size 0.4
--outdir ./df_analyze_results

f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,target
-0.5959143288364668,1.7042520286007536,-0.22502145876261007,0.15788425707014317,-0.1415357931436138,0.5334956961232817,-0.24688658057027724,-0.31293940667291553,1.9098613163940168,0.6850601152457986,2.2573624686795695,0.4167456717064376,-2.054635717255286,0.0689964356250864,-0.7469744912135006,-0.00408470366354272,0.6774283657438122,-1.7595263000888584,-0.14887384915240962,0.7950439235222906,-1.0020163498061943,0.47577757616890126,1.7545893705091888,-0.24356808771071176,-0.0035802476753974484,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.2031948718180095,0.31633020383109617,0.5218582053704193,-1.4058802118457778,-0.26456818613960287,-0.44662186929338,-0.29814485165745014,-1.3635494967608208,0.5122334413036563,-0.23277346468849033,-1.3126171150177617,-0.5389821234018645,-1.0248126681102288,1.0644502598998256,1.8390398994164694,-1.934553287874739,-0.19759867146359966,-0.16182002250536787,-0.4299224925162389,-0.7345959923829968,-0.34264224980767655,1.7683451254513485,-1.14007917792923,1.047557676257023,0.12259660513096605,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.8420526249510376,-0.6151032202752996,-0.5139808481953673,-0.793830125331523,1.6717451728922856,0.7529071920258278,1.1226395004683714,0.38730204209911756,0.050771807960604196,-1.2428104159325566,-0.526515040081887,0.31480515860606384,0.1436797012079618,1.4256778372774601,-0.2602877891056078,0.6952461866906533,0.8468847931313915,0.001090746186259922,-1.8004653123433065,-0.6741827893632371,0.06988135497045643,0.08851259553513792,-0.8085655789967409,-0.24036530420400568,-1.4220470350304875,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.2742117068309797,0.6936213674718565,0.002718152858301967,3.2505017661892506,1.833147018827811,0.2147903673999323,-0.6085824304172468,0.054843561074118155,-1.5726826752247258,0.2327323586343597,0.5399690749285426,1.0645743474621527,0.6777496394982513,0.5512518065076958,-0.5217120038965324,-1.7348069467204466,-0.7659105942397658,1.293079986207377,1.601572366187511,-0.6853929066040361,0.18035567167294936,-0.6319139317392094,-0.6660995820049046,1.307134171041363,-0.4721347198057381,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.4027363664031492,0.16416458793828564,2.340260494118922,-0.21348260850935058,1.9219313849582425,-1.2836826805826542,0.7312764615217023,-0.5131676726328255,0.29496301639708045,-1.1165284585178068,-0.8448277746561496,-0.21229746525076865,1.2328083337485019,-0.8837315722905301,0.5953502889576787,1.0602112358604778,-0.4376334413179208,0.47993478482815266,-0.9573689164772446,-0.5997882190332637,-1.8015200479076368,-0.670259266628224,-1.7247644768660102,-0.31707260466338333,-1.3818247789954576,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.7048782367661315,0.6033801251906477,-0.11599770841908381,-0.6086657379996688,-1.9821030331966716,-1.4121002662222448,-0.5150989823477277,-0.4343348941939252,-0.7639107823439399,0.03573309133938861,-0.420810510366453,-0.4610614110607589,-1.4530523752254871,-1.1743444117044362,-0.0568883280517836,-0.6603773799842714,2.6447575275600337,-0.3790088351533171,2.7775528320883223,0.21651009230715207,-0.13298543435132631,-2.6162686223689704,-0.6959589248441548,-0.5877515941829168,-0.9773247925186817,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.002711226782677708,0.8246363125058614,1.6490711560988118,-0.6005811709011923,-0.046873310661472274,0.19364921405037047,-1.1107461781152153,0.12052619465549934,-0.7115481461220069,-0.4284253849133562,-0.5251035250634353,-1.4171437250566867,2.0177301280555175,-0.21377972742560095,-1.2631457784763256,0.5784365883032286,-0.6623897377148263,-2.2117559262952633,0.05932156859583384,-0.7102166715615522,-0.2557646060064692,-0.6019745693925586,0.3378263509793897,0.29291495654500976,0.4317823213824525,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.3753435738525628,1.1673507932733296,-0.3325447086923835,-1.587386097369767,-0.02993913885686578,-2.0954885110928454,-0.18553421340294143,0.303842530551075,-0.21710061772709324,1.007733228636566,0.1172936618978257,0.383783626807129,0.3617049982401006,-0.41168904989062344,0.059690018809628716,0.7133234077980183,0.8788004781399731,0.8149897238771069,1.9472721068594636,1.0292549906410324,-0.86578327729036,0.7560777258141634,1.1268222106194226,1.4083830609120804,-1.5425077669940401,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.2732046063816817,0.07179174703990875,0.39152027640998727,0.36675058134125604,-0.9654667768558903,0.5137329345446916,1.8292965274338917,-1.2602002098007294,1.616286347860761,1.3105861433822439,-0.32751912166524116,-0.6766305568916682,-0.09618750619656069,0.4513310048208948,1.0902995669009352,0.0699259813725958,0.31278965979570594,-0.6392461262085605,0.25357962489962116,-1.4807515497321118,0.4949441571024764,1.1997359073123384,0.5977851375298425,0.3432314854646321,-0.14614424989969133,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.36223311033998856,0.11138200935512473,0.32141919495136756,0.1984261548564686,0.8206001266633146,1.6081976704998315,0.5245513839962089,-2.1859806547731537,-0.9998293843674543,-1.239474411028596,1.21744033016226,-0.7709594197743302,-0.15644339314289307,0.462886725128333,-0.5617773656623184,-0.6467620043740012,-0.17539879568941685,-1.296510810371357,0.49740777197743985,-0.30395094750503415,-1.122410061434297,1.0831556702043148,-0.4501972009180446,1.0007058271605336,1.2845543611686172,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-1.4961095536568685,-0.6876221778855454,-1.4103717693552948,-0.7504117162747148,-0.1043395058753109,-0.7722246860551162,0.0410158085437534,0.6271255371138431,0.509661194913414,0.728608987464264,0.329888093486551,0.8380462170304757,0.04404455259486959,1.0780586143459598,1.172263819380826,0.33883844339866365,-1.0567268625748387,-0.13570399580797965,0.3198474417590025,0.418563923302281,-1.020416018034171,0.3519685785482153,0.0859815491522231,0.44755915032866384,-0.6716659471428157,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.4591315497865581,-1.3744228469153887,1.492971142632053,0.46378249949099504,0.056874850728779326,-1.5783287700403152,1.2536707095666473,0.04220810318519044,-0.14224927438496768,-1.219028924883053,-0.42987801493517386,1.446578245125899,0.2496100818849003,-2.070514368890169,-2.024522767247232,0.1341408188126707,-0.05980509971200437,0.48023466951979327,-0.8281271217880205,-0.24397683758558744,-0.6989820112046408,-0.005636214416213713,1.111340447102938,-0.40672023630639204,0.650056736201946,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.1796977292546351,0.37490802925996886,0.29182042999192875,-0.5956943948122664,1.3457911119235346,-0.48908650647264346,-0.4768472374586623,0.9952274629182394,0.41871371060025425,0.2885281417515401,-0.679541955110678,-0.13702101251370827,0.36219507357433417,0.9524036543110538,-0.6328072437548082,-0.2843378132649492,-0.9024701309477046,0.10926236818033275,-0.13213755309580824,0.6352371700764625,0.5424601985998381,1.29006726489148,-0.8377494598435895,0.5787511856848057,0.982991437779754,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.9750066407927431,1.511314015504149,-0.6557244570570141,0.3739500566179744,0.34086249675124924,1.3973224175681953,0.35913260361107296,0.8414910640377135,0.36031380023921095,0.40514236096267336,1.593774756815042,-0.608014398144174,0.2686358435724671,1.8302593030782093,0.5154814724966494,0.5858586792593896,-0.8170585659683524,-0.24670056952771488,-0.9877394228942402,-0.17224211911984133,-1.3285948819268314,1.0611900717106773,1.3681894987617238,1.4523973998477029,0.33894226819849366,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.1594624740959543,-0.9144336439791029,-0.8081471310166893,-0.6411815784908671,-0.25149275639533264,-0.020599052854378595,-1.2747985084840423,1.4232107533577671,-0.9898123243987984,-0.44677618125808394,-0.8703911109687583,-1.0519999106112192,-0.19666091873497654,-1.2465676105123784,-0.25762513633244943,0.200882382687884,1.2124131114541252,2.017432547371721,0.5936386864930095,0.5907848266451703,0.5825353059896309,-0.13848555112246835,0.7602419665352509,-0.746850976415094,-0.46328902318580695,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.4197473173353932,0.4554372162496848,0.9390371369218857,0.9428752633763734,-0.3219299355012897,-1.7281671972668629,-0.811711756186929,0.31255890074765524,0.9285671750854947,0.5124454264692052,-0.18058528378772573,-0.5054297341539542,-0.5883944103724376,0.6072672587362783,1.7439714761680087,0.37621081582912963,0.3055484354014419,1.9600868852168918,-2.0589728920542454,-0.25416275904081254,-0.29571978243196084,0.24862886110235763,-1.0225969843359435,0.17193369715655518,0.4897566701197736,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.8127652499348405,-0.15952637963525013,-0.05673248434912827,-1.2238200743782712,1.1658781238198848,0.4188002581975281,1.2208088652116373,-2.162048242027195,-0.8673022730629868,0.060914024378176994,1.601362183127245,1.3866087990013636,0.44188800735168005,0.12977344180009495,-0.030556460131426474,1.4930085171480665,-2.0068394172677526,0.0621992444315638,0.6912305197628479,0.8386582188979421,-0.5447244769881353,0.6420670023156118,-0.6761443624941796,-0.21491850551328745,-0.11117432530093019,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.28096273558444795,1.5360409640587813,-0.16990623084950549,0.6974258494871445,1.159489226054215,-1.5409498609770622,-0.37158793481365787,-1.1899977975846496,-1.6668410591111817,-0.18935879364557173,0.884036835194186,-0.8525151058689974,-0.268257450845158,0.45476475815994843,-0.508229017417639,0.7043706771462213,-2.1448976710573575,-0.5953868660731432,1.6224814828439438,-0.8235512489573525,-1.0252252966671096,-1.606051298632698,-0.6011677563537975,-0.49030568379039147,0.07687861786689092,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.5368652737992694,-0.2932023832237088,-0.24423042788271943,-1.155511755481955,0.6562260944496049,0.5353069063913819,-1.124276966144783,1.8250180121663044,0.5152604883669801,-0.21410446756153392,0.38831036744067954,0.4436246585488899,-0.838086647387741,-1.9003886416997038,-0.881749196296498,-1.8259831791196406,0.7324680681534081,0.22634364004120192,1.1021162146801,-0.7364480182238871,0.18926447461276885,0.028812879914135194,-0.42448079969991653,1.3414630610885594,1.817818997494887,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-1.0882468660970337,0.12240298400264424,-1.032459930676205,-1.5484841818351942,1.4883686489960495,-0.3479055757654573,2.479431492680887,0.8315331837777933,0.20545197845452998,0.926683951607354,-1.0597847568342378,1.241133929206377,0.6689898458380998,0.7844911752901664,-1.2180012573310306,0.030672582845493287,-1.5628979583848053,-0.23902791611421761,-0.12695676142839113,-0.9309030815195073,-0.7742062963784321,2.486498107237706,-1.4230028422858991,1.2869740356665056,0.6063223540015832,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.13602448075863494,0.16683378687131564,-1.2940608179196453,-1.1786060580238227,1.1413837034577063,0.25963754774952863,-0.8837435836489421,-0.2234950772189736,0.8435959273629479,-0.13407875570581418,-1.0729770081756986,-0.4219551934354987,1.3171620887621056,-0.6309893813046035,1.3555386633655209,1.3432293558698083,-0.5855548526165053,0.6980185760026303,0.7332983860956063,1.6311741985623454,-0.4160282502464367,-0.5824344147326218,0.5784757695492772,-0.5635624557869187,0.12461917767551636,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.8178353220859077,-0.05198106165029975,0.09073618934207772,0.0198107964648098,-0.3822200824857048,-0.7621066007932702,-0.660085534171478,0.44540626426285973,-0.09652968467549781,-0.023709410465969482,1.0232910625447944,-0.12041968649988796,-0.6223687712942603,2.5159411298089136,0.4789521754864616,-2.341906247528678,0.14646272949852496,-1.1374233092919708,-1.0681387262374287,0.4615912873997191,0.4488141134313171,-1.4661991623569397,1.5086822267588715,-0.2708134211259469,0.8184959029346943,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.4634910408086182,-0.7412798732419311,-0.6827964067202554,-0.2955099899143673,1.5281431534231396,0.22518143265483528,-0.8159938250488461,0.6891009301530646,0.9907795616417719,-0.40096063529276516,-0.509450634624339,-1.0736336227833847,-0.31842987566689557,-0.32862518503928106,0.9959140870604839,-0.8793683915180108,-1.0469573758502109,2.372175906119389,1.7384363594097432,0.7055780265270615,-0.6384590947379232,-2.3568131153852665,0.005197764761851599,0.6479026656239522,0.1702100158398095,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.1743313631997436,0.902916204667364,2.088131548045445,1.381731945250724,0.20121772976070526,-1.0593158409405854,-1.0605191521963735,0.26743417325087926,0.3706280288388148,-1.1634329087248942,0.1687787737569643,-1.1639709191208223,-0.3043005454197673,-0.7120133800902885,1.278966369400254,0.13294159769111238,1.2391664059416683,-0.6012114004230168,0.10586910151688377,0.2723253389405327,0.12649651108909454,-0.4660075301716408,-0.4269489798907919,0.9426513047578718,-0.19132107390701558,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.6426030298358597,0.4231856923070698,0.36604154995261123,-0.50228050321522,0.6498993932705612,-1.530806048579189,0.9725030629787519,0.020753336197031094,-0.8808391490672561,0.5988995842364923,0.7329378514188905,0.06653751285767355,0.9193785069933311,0.13270707092999562,1.8137784445558063,0.48098772275852225,-0.7556949276176392,0.6185826994188398,0.5204350542891338,0.08815739578981639,-1.4312898244625354,0.3312191473688885,0.914870424100778,-1.985226313067736,1.3695645514571095,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.4500037549030123,0.0516025060222911,-0.01680178048509992,-0.13309356279964146,-0.07930499239158606,-0.2973008450976063,-0.6651355543543283,-0.9888798125814005,-0.31226301409953233,-1.4374481874075222,1.230852777001997,0.5237581660127212,-0.2338644133863185,-1.2318542350342558,0.9749610963572403,-0.29690901313846685,-0.8337865210256644,-0.03396320551400867,-0.06496576393975602,0.10482252135062356,1.0933709860007668,0.47259420721584816,-0.7114156988465019,0.4004593927681397,-0.012027985087557841,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.012127532588565963,0.2534348580097034,-0.2104296661702296,-2.0897976530487665,0.8943094561665369,-1.1161838631939018,-1.2191797600308765,1.11989122576819,-0.4532714770717895,1.7670763180304605,0.6470785245745104,-2.414711743118705,-0.5370630602281614,0.7708342908402686,2.1802907610718285,0.5034719660492866,-0.2918062391300984,-0.2953854009032097,-1.7690806239029135,-2.3290136340276932,-0.312558260424789,-1.1730805831504212,0.25507800358492394,0.6925679312938119,-1.2562381113492656,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.48673122825012394,-0.6374950108920512,0.7698011418364935,1.244248014959679,-0.9244732663434595,-0.7548753850184466,1.6901502023663546,-0.7287838593064088,0.690311742018073,1.325920186383748,0.4419157098262695,0.1055687638913752,-0.5225869031106908,0.4743323528387347,-0.42542897212528086,0.011497064612647576,-0.7783151181967817,0.1050083559981493,0.5054845726423159,0.8425507210563244,-1.048612808629283,0.8838985810161418,-0.43860840189985034,-1.0235271158913708,-0.2961051322211721,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-2.621853204944836,-1.1058191892448117,0.3012203551080378,-0.3405720678650921,-2.688300077456234,1.3545292344182234,-1.0718007588914749,-0.1288930376955364,0.9217256815056128,0.7620197467416862,-1.739832705620626,0.6472905907103335,-0.3827469055156871,0.5770411011729089,2.369114927240231,1.2798039938061432,-0.805064077623598,-0.5545106794672278,-2.18567906403946,0.22588709250335207,0.6320487149775241,0.5801902385202019,-0.3760740574219274,0.18035054913217102,-0.36959835673399016,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.6759484750389595,0.08909377948227809,0.2533375430285452,0.6529373267532278,0.10811461435918039,-0.5456615806283449,0.8699046765138814,0.21447175443589964,-0.3248712988546867,1.3699156633381555,0.41051688155132393,0.6279451041303348,-0.02602056358379103,-0.8389544087868801,-0.8315852541495848,1.1797956144588742,-0.7468979127901101,-1.152637543417623,-0.23093834057800164,-0.5204938506703352,-1.5020273786997382,-0.2834891084060092,0.9728937769494065,-0.5741787384264954,-0.5691007466430894,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.2410605591074961,-0.7106281210693105,-0.028022268007606505,0.727412054511666,-0.06705886588550909,-1.047128428001162,0.7412931609109433,1.5827775531090662,1.0501578327932701,-0.2201821489705519,0.4731562957408192,-2.4523711605530103,-0.7582291912214109,0.48778129902484385,-0.20527049622603535,0.036666113389310265,-0.42135568346431695,0.9356245891058653,0.06335730403163883,-0.42679249424113364,-1.197180570002247,0.49778965578863105,-0.1391768459725012,0.45339371864130795,0.9485094626269521,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.7434691719946678,-1.4943085179487734,0.9294286327165109,0.9498387392416361,-1.2127446206199648,-2.097096840959567,0.36917820676405855,-0.6647562706877954,-0.1500067618265206,-1.1579229012655847,0.823202127211031,-0.5716143632475383,0.3055491438842223,0.9199791503233079,-0.15897197546948524,-0.3307948883429642,-1.0958272120655732,0.11659548164891337,1.1865225615948667,1.3198915026655602,-0.16283875371588832,0.05561217124587904,0.29940923571696476,-0.22471733890250678,0.8254901754573664,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-1.1439535035377957,0.8520749173345556,-0.6353967314606244,1.0473881113503165,0.4923541362472067,0.8052699579487087,-0.14074691453413668,-0.38398173178548617,-0.2666230190365657,-1.6334129815265226,-1.2405677453136699,-0.6006482870517937,-0.47864900312633873,0.7497051384487374,-0.42838667439840017,0.5015227001507555,1.489722108148685,-1.8625993179518732,-0.34262673026668117,-0.42243031098507217,0.43937940795583763,-2.057582473381692,0.732239084427486,1.606374477322918,0.9811087194408683,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.5480028588765483,0.7834111184904405,-0.1476621890662837,0.4387045956958168,0.39450007618405236,1.1791805543760139,-0.6803168359686468,-0.5801030780257344,-0.20831282439734286,0.34865144464926223,0.23951778687869485,-0.19171982114947006,-0.9516342620637895,0.5547273877159706,0.6667440944004308,-0.12273689169296241,-0.17113843701577147,0.7009131238464128,-0.3503223979887606,-0.32092480646689264,-0.9543048793395577,-0.6941398494186453,0.3743343944453364,-0.9000845436927317,-0.20480760877034457,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.33426550385162346,-1.7271789572281624,0.22713154328186905,-0.46909596951731247,-0.8084428420555083,0.06426413465258035,1.2079772443129018,0.7065036699238106,0.05980552234551647,0.7138839105325037,-0.3821629700146912,0.1381115452535639,-0.9321146674770896,0.006006812930302606,-0.27508791769539076,0.01973618551218078,1.2752589671257124,0.39034551932688494,-1.5248940937337536,-2.5853283577217963,0.1290902822044979,-0.23886788789484484,0.9982493662972172,-0.38951220765102723,0.16479817797398544,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.02812373649239247,1.9998421981770538,-0.3791571882904463,0.004587336294511175,-0.7090294335807359,0.04373925104813709,-0.8762050122695635,1.0291895363573418,-1.2818143165650064,-0.709322778027789,1.0568454839602697,-0.38844983635488245,-0.18222343280448489,-0.33468365883360973,0.21885705239802836,0.9647336137683934,-0.18551995849160244,-0.7804378903747372,-1.6844665723954857,-0.019408488896179063,-3.1091952005564534,-0.26699657088420836,1.445086639783223,-0.9925362229202589,-0.27505795896113544,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.4486008988663972,2.5564232157678353,-0.02147237243873957,1.1005807793566555,-1.823557831999289,-1.3014258935194807,-1.2084682007733112,0.10912104734305919,0.0025584592103972976,0.4075205207054262,1.1292249692317653,-0.9884752358397346,1.2201108370057687,-0.31230983035489374,-0.8624117514673374,1.2875605724814119,-0.19076904448677914,1.177616703823066,-0.3897403412598677,-1.422628801980028,0.18975690883233548,0.46588802330019796,-0.4893429397810193,-0.368941063970822,-0.6055533933936948,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
